address,Reg Name,category,Comments,peripheral
0x40005c00,I2C Control register 1 (I2C_CR1) ,CR,,I2C3
0x40005c04,27.6.1I2C Control register 2 (I2C_CR2) ,CR,,I2C3
0x40005c08,27.6.2I2C Own address register 1 (I2C_OAR1) ,CR,,I2C3
0x40005c0c,27.6.3I2C Own address register 2 (I2C_OAR2) ,CR,,I2C3
0x40005c10,27.6.4I2C Data register (I2C_DR)  ,DR,,I2C3
0x40005c14,27.6.5I2C Status register 1 (I2C_SR1) ,SR,,I2C3
0x40005c18,27.6.6I2C Status register 2 (I2C_SR2) ,SR,,I2C3
0x40005c1c,27.6.7I2C Clock control register (I2C_CCR)   ,CR,,I2C3
0x40005c20,27.6.8I2C TRISE register (I2C_TRISE)  ,CR,,I2C3
0x40005c24,27.6.927.6.10 I2C FLTR register (I2C_FLTR)  ,CR,,I2C3
0x40005800,I2C Control register 1 (I2C_CR1) ,CR,,I2C2
0x40005804,27.6.1I2C Control register 2 (I2C_CR2) ,CR,,I2C2
0x40005808,27.6.2I2C Own address register 1 (I2C_OAR1) ,CR,,I2C2
0x4000580c,27.6.3I2C Own address register 2 (I2C_OAR2) ,CR,,I2C2
0x40005810,27.6.4I2C Data register (I2C_DR)  ,DR,,I2C2
0x40005814,27.6.5I2C Status register 1 (I2C_SR1) ,SR,,I2C2
0x40005818,27.6.6I2C Status register 2 (I2C_SR2) ,SR,,I2C2
0x4000581c,27.6.7I2C Clock control register (I2C_CCR)   ,CR,,I2C2
0x40005820,27.6.8I2C TRISE register (I2C_TRISE)  ,CR,,I2C2
0x40005824,27.6.927.6.10 I2C FLTR register (I2C_FLTR)  ,CR,,I2C2
0x40005400,I2C Control register 1 (I2C_CR1) ,CR,,I2C1
0x40005404,27.6.1I2C Control register 2 (I2C_CR2) ,CR,,I2C1
0x40005408,27.6.2I2C Own address register 1 (I2C_OAR1) ,CR,,I2C1
0x4000540c,27.6.3I2C Own address register 2 (I2C_OAR2) ,CR,,I2C1
0x40005410,27.6.4I2C Data register (I2C_DR)  ,DR,,I2C1
0x40005414,27.6.5I2C Status register 1 (I2C_SR1) ,SR,,I2C1
0x40005418,27.6.6I2C Status register 2 (I2C_SR2) ,SR,,I2C1
0x4000541c,27.6.7I2C Clock control register (I2C_CCR)   ,CR,,I2C1
0x40005420,27.6.8I2C TRISE register (I2C_TRISE)  ,CR,,I2C1
0x40005424,27.6.927.6.10 I2C FLTR register (I2C_FLTR)  ,CR,,I2C1
0xe000ef34,,,,FPU
0xe000ef38,,,,FPU
0xe000ef3c,,,,FPU
0xe000ed90,,,,MPU
0xe000ed94,,,,MPU
0xe000ed98,,,,MPU
0xe000ed9c,,,,MPU
0xe000eda0,,,,MPU
0xe000e010,,,,STK
0xe000e014,,,,STK
0xe000e018,,,,STK
0xe000e01c,,,,STK
0xe000ed00,,,,SCB
0xe000ed04,,,,SCB
0xe000ed08,,,,SCB
0xe000ed0c,,,,SCB
0xe000ed10,,,,SCB
0xe000ed14,,,,SCB
0xe000ed18,,,,SCB
0xe000ed1c,,,,SCB
0xe000ed20,,,,SCB
0xe000ed24,,,,SCB
0xe000ed28,,,,SCB
0xe000ed2c,,,,SCB
0xe000ed34,,,,SCB
0xe000ed38,,,,SCB
0xe000ed3c,,,,SCB
0xe000ef00,,,,NVIC_STIR
0xe000ed88,,,,FPU_CPACR
0xe000e008,,,,SCB_ACTRL
